cs	popsize	wij	s	f	inithom	inithet	p	naa	ntrial	q	err
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
1	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2070	290000	7.137931e-03	3.063993e-04
2	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2028	290000	6.993103e-03	3.032970e-04
3	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2168	290000	7.475862e-03	3.135149e-04
5	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2240	280000	8.000000e-03	3.299726e-04
8	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2383	280000	8.510714e-03	3.402547e-04
13	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2457	280000	8.775000e-03	3.454512e-04
21	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2576	280000	9.200000e-03	3.536421e-04
34	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2678	280000	9.564286e-03	3.605093e-04
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2721	280000	9.717857e-03	3.633639e-04
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2617	270000	9.692593e-03	3.695551e-04
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2723	270000	1.008519e-02	3.768904e-04
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2802	280000	1.000714e-02	3.686788e-04
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2730	270000	1.011111e-02	3.773696e-04
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2644	280000	9.442857e-03	3.582354e-04
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2591	270000	9.596296e-03	3.677326e-04
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2716	270000	1.005926e-02	3.764106e-04
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2732	270000	1.011852e-02	3.775063e-04
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2754	280000	9.835714e-03	3.655389e-04
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	10	0	0.010000	2587	270000	9.581481e-03	3.674514e-04
1	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	131	100230000	1.306994e-06	2.238173e-07
2	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	124	100230000	1.237155e-06	2.177554e-07
3	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	158	100230000	1.576374e-06	2.458026e-07
5	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	221	100230000	2.204929e-06	2.907060e-07
8	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	198	100230000	1.975456e-06	2.751633e-07
13	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	202	100230000	2.015365e-06	2.779288e-07
21	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	223	100230000	2.224883e-06	2.920184e-07
34	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	267	100230000	2.663873e-06	3.195313e-07
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	303	100230000	3.023047e-06	3.403917e-07
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	202	100230000	2.015365e-06	2.779288e-07
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	250	100230000	2.494263e-06	3.091917e-07
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	251	100230000	2.504240e-06	3.098094e-07
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	255	100230000	2.544148e-06	3.122683e-07
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	196	100230000	1.955502e-06	2.737701e-07
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	261	100230000	2.604011e-06	3.159207e-07
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	241	100230000	2.404470e-06	3.035752e-07
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	255	100230000	2.544148e-06	3.122683e-07
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	238	100230000	2.374539e-06	3.016799e-07
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.001000	0	1	0.000500	304	100230000	3.033024e-06	3.409530e-07
1	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	516	860000	6.000000e-04	5.175498e-05
2	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	454	1500000	3.026667e-04	2.783729e-05
3	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	472	1220000	3.868852e-04	3.489661e-05
5	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	589	660000	8.924242e-04	7.204037e-05
8	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	806	440000	1.831818e-03	1.263493e-04
13	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	1152	350000	3.291429e-03	1.897572e-04
21	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	1494	320000	4.668750e-03	2.361920e-04
34	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2014	300000	6.713333e-03	2.922146e-04
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2191	290000	7.555172e-03	3.151610e-04
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2442	280000	8.721429e-03	3.444044e-04
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2631	280000	9.396429e-03	3.573620e-04
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2755	280000	9.839286e-03	3.656046e-04
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2642	270000	9.785185e-03	3.712987e-04
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2767	280000	9.882143e-03	3.663921e-04
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2721	270000	1.007778e-02	3.767533e-04
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2688	270000	9.955556e-03	3.744849e-04
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2778	280000	9.921429e-03	3.671123e-04
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2755	270000	1.020370e-02	3.790758e-04
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	10	0	0.010000	2738	270000	1.014074e-02	3.779164e-04
1	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	77	100230000	7.682331e-07	1.715946e-07
2	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	34	100230000	3.392198e-07	1.140244e-07
3	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	24	100230000	2.394493e-07	9.579965e-08
5	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	61	100230000	6.086002e-07	1.527296e-07
8	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	106	100230000	1.057568e-06	2.013312e-07
13	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	235	100230000	2.344607e-06	2.997725e-07
21	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	291	100230000	2.903322e-06	3.335832e-07
34	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	387	79690000	4.856318e-06	4.838455e-07
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	388	59350000	6.537489e-06	6.505037e-07
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	389	50250000	7.741294e-06	7.692954e-07
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	388	54570000	7.110134e-06	7.074837e-07
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	387	59920000	6.458611e-06	6.434849e-07
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	386	54940000	7.025846e-06	7.009056e-07
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	386	52800000	7.310606e-06	7.293134e-07
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	389	66050000	5.889478e-06	5.852707e-07
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	394	57900000	6.804836e-06	6.719302e-07
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	385	57010000	6.753201e-06	6.745807e-07
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	385	54150000	7.109880e-06	7.102094e-07
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.010000	0	1	0.000500	390	67400000	5.786350e-06	5.742847e-07
1	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	377	100230000	3.761349e-06	3.796892e-07
2	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	386	48730000	7.921198e-06	7.902265e-07
34	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	420	2650000	1.584906e-04	1.515655e-05
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	608	680000	8.941176e-04	7.104029e-05
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	1051	370000	2.840541e-03	1.714897e-04
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	1588	300000	5.293333e-03	2.596615e-04
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	2219	280000	7.925000e-03	3.284346e-04
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	2445	280000	8.732143e-03	3.446141e-04
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	2637	270000	9.766667e-03	3.709507e-04
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	2583	270000	9.566667e-03	3.671700e-04
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	2691	280000	9.610714e-03	3.613748e-04
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	2690	270000	9.962963e-03	3.746228e-04
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	2748	270000	1.017778e-02	3.785988e-04
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	10	0	0.010000	2704	270000	1.001481e-02	3.755865e-04
1	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	20	100230000	1.995411e-07	8.745271e-08
2	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	3	100230000	2.993116e-08	3.387029e-08
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	26	100230000	2.594034e-07	9.971143e-08
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	69	100230000	6.884166e-07	1.624362e-07
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	104	100230000	1.037613e-06	1.994228e-07
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	194	100230000	1.935548e-06	2.723697e-07
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	186	100230000	1.855732e-06	2.666947e-07
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	190	100230000	1.895640e-06	2.695471e-07
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	261	100230000	2.604011e-06	3.159207e-07
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	244	100230000	2.434401e-06	3.054589e-07
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	141	100230000	1.406764e-06	2.322029e-07
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.100000	0	1	0.000500	230	100230000	2.294722e-06	2.965663e-07
1	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	195	100230000	1.945525e-06	2.730708e-07
2	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	10	100230000	9.977053e-08	6.183841e-08
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	391	18540000	2.108954e-05	2.090404e-06
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	512	790000	6.481013e-04	5.612071e-05
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	1119	360000	3.108333e-03	1.818413e-04
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	1836	300000	6.120000e-03	2.790861e-04
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	2326	280000	8.307143e-03	3.361952e-04
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	2615	280000	9.339286e-03	3.562840e-04
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	2701	280000	9.646429e-03	3.620391e-04
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	2732	280000	9.757143e-03	3.640904e-04
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	2693	270000	9.974074e-03	3.748295e-04
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	10	0	0.010000	2616	270000	9.688889e-03	3.694852e-04
1	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	8	100230000	7.981642e-08	5.530996e-08
2	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	1	100230000	9.977053e-09	1.955502e-08
377	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	10	100230000	9.977053e-08	6.183841e-08
610	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	19	100230000	1.895640e-07	8.523836e-08
987	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	44	100230000	4.389903e-07	1.297133e-07
1597	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	87	100230000	8.680036e-07	1.823970e-07
2584	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	98	100230000	9.777512e-07	1.935848e-07
4181	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	89	100230000	8.879577e-07	1.844816e-07
6765	1000	(1.000000,0.990000,1.000000)	0.010000	0.500000	0	1	0.000500	136	100230000	1.356879e-06	2.280486e-07
1	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	191	100230000	1.905617e-06	2.702555e-07
2	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	4	100230000	3.990821e-08	3.911005e-08
144	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	407	7800000	5.217949e-05	5.069292e-06
233	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	726	560000	1.296429e-03	9.424421e-05
377	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	1484	320000	4.637500e-03	2.354039e-04
610	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	2257	290000	7.782759e-03	3.198359e-04
987	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	2450	280000	8.750000e-03	3.449631e-04
1597	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	2713	280000	9.689286e-03	3.628346e-04
2584	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	2620	270000	9.703704e-03	3.697648e-04
4181	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	2675	280000	9.553571e-03	3.603093e-04
6765	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	10	0	0.010000	2685	270000	9.944444e-03	3.742779e-04
1	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	16	100230000	1.596328e-07	7.822009e-08
2	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
377	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
610	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	4	100230000	3.990821e-08	3.911005e-08
987	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	3	100230000	2.993116e-08	3.387029e-08
1597	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	47	100230000	4.689215e-07	1.340625e-07
2584	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	53	100230000	5.287838e-07	1.423627e-07
4181	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	37	100230000	3.691510e-07	1.189485e-07
6765	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	0	1	0.000500	62	100230000	6.185773e-07	1.539764e-07
1	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2738	270000	1.014074e-02	3.779164e-04
2	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2685	270000	9.944444e-03	3.742779e-04
3	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2769	270000	1.025556e-02	3.800278e-04
5	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2556	270000	9.466667e-03	3.652643e-04
8	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2749	270000	1.018148e-02	3.786670e-04
13	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2633	270000	9.751852e-03	3.706720e-04
21	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2757	270000	1.021111e-02	3.792119e-04
34	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2740	270000	1.014815e-02	3.780530e-04
55	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2686	270000	9.948148e-03	3.743469e-04
89	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2766	280000	9.878571e-03	3.663265e-04
144	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2883	280000	1.029643e-02	3.739150e-04
233	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2750	270000	1.018519e-02	3.787352e-04
377	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2749	270000	1.018148e-02	3.786670e-04
610	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2655	270000	9.833333e-03	3.722020e-04
987	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2731	270000	1.011481e-02	3.774380e-04
1597	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2669	270000	9.885185e-03	3.731723e-04
2584	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2643	270000	9.788889e-03	3.713683e-04
4181	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2680	270000	9.925926e-03	3.739328e-04
6765	1000	(1.000000,0.900000,1.000000)	0.100000	0.000000	10	0	0.010000	2707	270000	1.002593e-02	3.757927e-04
